key,logo,slot,arm,stage,first_approach,trained_first,trained_ever,dwell_s,returns_after_delivered_penalty,penalty_experienced,no_approach,loss,distance_mm,pam11_spikes,ppl101_spikes,delivered_cost_dose_ms,seconds
instagram-1-frozen,instagram,1,frozen,high_cost,youtube,False,False,0.0,0,False,False,5.28139500024127,13.203487500603169,0,576,1056.2790000482537,3.0000000000019065
instagram-1-frozen,instagram,1,frozen,punishment,youtube,False,False,0.0,0,False,False,1.3203487500603175,13.203487500603169,0,497,264.0697500120634,3.0000000000019065
instagram-3-paired,instagram,3,paired,withdrawal,google,False,False,0.0,0,False,False,0.0,14.711937879859425,0,454,0.0,3.0000000000019065
instagram-3-paired,instagram,3,paired,after_extinction,google,False,False,0.0,0,False,False,0.0,14.875308676200412,0,461,0.0,3.0000000000019065
instagram-3-paired,instagram,3,paired,high_cost,google,False,False,0.0,0,False,False,4.237299699120832,10.59324924780208,0,540,847.4599398241662,3.0000000000019065
instagram-3-paired,instagram,3,paired,punishment,google,False,False,0.0,0,False,False,1.3618509777168473,13.618509777168477,0,484,272.37019554336956,3.0000000000019065
instagram-3-unpaired,instagram,3,unpaired,withdrawal,google,False,False,0.0,0,False,False,0.0,9.412090717867033,0,450,0.0,3.0000000000019065
instagram-3-unpaired,instagram,3,unpaired,after_extinction,google,False,False,0.0,0,False,False,0.0,16.43547753124414,0,419,0.0,2.780000000001442
instagram-3-unpaired,instagram,3,unpaired,high_cost,google,False,False,0.0,0,False,False,5.968480944668671,14.921202361671673,0,578,1193.696188933734,3.0000000000019065
instagram-3-unpaired,instagram,3,unpaired,punishment,google,False,False,0.0,0,False,False,1.1889584253057128,11.889584253057128,1,482,237.79168506114257,3.0000000000019065
instagram-3-frozen,instagram,3,frozen,withdrawal,google,False,False,0.0,0,False,False,0.0,11.238652844502436,1,460,0.0,3.0000000000019065
instagram-3-frozen,instagram,3,frozen,after_extinction,,False,False,0.0,0,False,True,0.0,13.335527454878473,0,467,0.0,3.0000000000019065
instagram-3-frozen,instagram,3,frozen,high_cost,google,False,False,0.0,0,False,False,4.495461137800971,11.238652844502436,1,559,899.0922275601946,3.0000000000019065
instagram-3-frozen,instagram,3,frozen,punishment,google,False,False,0.0,0,False,False,1.1238652844502428,11.238652844502436,1,485,224.77305689004865,3.0000000000019065
google-0-paired,google,0,paired,withdrawal,google,True,True,1.2400000000000007,0,False,False,0.0,14.385396978357596,0,447,0.0,3.0000000000019065
google-0-paired,google,0,paired,after_extinction,google,True,True,0.9000000000000005,0,False,False,0.0,16.217465909919966,0,377,0.0,2.5000000000008513
google-0-paired,google,0,paired,high_cost,google,True,True,0.9000000000000005,0,False,False,5.32210395250607,13.30525988126518,0,545,1064.4207905012145,3.0000000000019065
google-0-paired,google,0,paired,punishment,,False,False,0.0,0,False,True,1.2483309795802702,12.483309795802702,0,498,249.66619591605402,3.0000000000019065
google-0-unpaired,google,0,unpaired,withdrawal,google,True,True,1.5000000000000009,0,False,False,0.0,13.882752481409254,0,465,0.0,3.0000000000019065
google-0-unpaired,google,0,unpaired,after_extinction,google,True,True,0.7600000000000003,0,False,False,0.0,16.1290688909542,0,468,0.0,3.0000000000019065
google-0-unpaired,google,0,unpaired,high_cost,google,True,True,0.6400000000000002,0,False,False,6.588165535251437,16.470413838128586,0,510,1317.6331070502872,2.5000000000008513
google-0-unpaired,google,0,unpaired,punishment,google,True,True,1.0800000000000005,0,True,False,3.6347327142944037,16.34732714294403,0,517,726.9465428588809,2.94000000000178
google-0-frozen,google,0,frozen,withdrawal,google,True,True,1.3000000000000007,0,False,False,0.0,11.238652844502436,1,460,0.0,3.0000000000019065
google-0-frozen,google,0,frozen,after_extinction,,False,False,0.0,0,False,True,0.0,0.03210593381102088,0,771,0.0,3.0000000000019065
google-0-frozen,google,0,frozen,high_cost,google,True,True,1.3000000000000007,0,False,False,4.495461137800971,11.238652844502436,1,559,899.0922275601946,3.0000000000019065
google-0-frozen,google,0,frozen,punishment,google,True,True,1.3000000000000007,0,True,False,3.123865284450243,11.238652844502436,1,527,624.7730568900487,3.0000000000019065
google-1-paired,google,1,paired,withdrawal,instagram,False,False,0.0,0,False,False,0.0,13.758505848945052,0,468,0.0,3.0000000000019065
google-1-paired,google,1,paired,after_extinction,instagram,False,False,0.0,0,False,False,0.0,16.544576875626163,0,436,0.0,2.840000000001569
google-1-paired,google,1,paired,high_cost,instagram,False,False,0.0,0,False,False,6.368840993568755,15.922102483921888,0,581,1273.7681987137512,3.0000000000019065
google-1-paired,google,1,paired,punishment,instagram,False,False,0.0,0,False,False,1.6296740756565042,16.29674075656504,0,497,325.9348151313009,2.960000000001822
google-1-unpaired,google,1,unpaired,withdrawal,instagram,False,False,0.0,0,False,False,0.0,15.699455622609163,0,448,0.0,3.0000000000019065
google-1-unpaired,google,1,unpaired,after_extinction,instagram,False,False,0.0,0,False,False,0.0,11.721096990223607,0,450,0.0,3.0000000000019065
google-1-unpaired,google,1,unpaired,high_cost,instagram,False,False,0.0,0,False,False,6.5344699693107176,16.336174923276797,1,580,1306.8939938621438,3.0000000000019065
google-1-unpaired,google,1,unpaired,punishment,instagram,False,False,0.0,0,False,False,1.6203215449581359,16.203215449581347,0,461,324.0643089916271,2.840000000001569
google-1-frozen,google,1,frozen,withdrawal,instagram,False,False,0.0,0,False,False,0.0,16.146271137051762,0,464,0.0,3.0000000000019065
google-1-frozen,google,1,frozen,after_extinction,,False,False,0.0,0,False,True,0.0,0.19576509384169846,0,768,0.0,3.0000000000019065
google-1-frozen,google,1,frozen,high_cost,instagram,False,False,0.0,0,False,False,6.4585084548207075,16.146271137051762,0,586,1291.7016909641416,3.0000000000019065
google-1-frozen,google,1,frozen,punishment,instagram,False,False,0.0,0,False,False,1.6146271137051769,16.146271137051762,0,492,322.9254227410354,3.0000000000019065
google-2-paired,google,2,paired,withdrawal,youtube,False,False,0.0,0,False,False,0.0,15.251859783629696,0,479,0.0,3.0000000000019065
google-2-paired,google,2,paired,after_extinction,youtube,False,False,0.0,0,False,False,0.0,15.832437002165493,0,470,0.0,3.0000000000019065
google-2-paired,google,2,paired,high_cost,youtube,False,False,0.0,0,False,False,6.59566864529637,16.48917161324093,0,554,1319.1337290592742,2.780000000001442
google-2-paired,google,2,paired,punishment,youtube,False,False,0.0,0,False,False,1.3462574147580904,13.462574147580899,0,500,269.25148295161813,3.0000000000019065
google-2-unpaired,google,2,unpaired,withdrawal,,False,False,0.0,0,False,True,0.0,15.055394892077294,0,460,0.0,3.0000000000019065
google-2-unpaired,google,2,unpaired,after_extinction,youtube,False,False,0.0,0,False,False,0.0,15.196941830603384,0,465,0.0,3.0000000000019065
google-2-unpaired,google,2,unpaired,high_cost,youtube,False,False,0.0,0,False,False,6.128540232920166,15.321350582300413,0,574,1225.7080465840334,3.0000000000019065
google-2-unpaired,google,2,unpaired,punishment,,False,False,0.0,0,False,True,0.6039807036256205,6.039807036256211,0,694,120.79614072512419,3.0000000000019065
google-2-frozen,google,2,frozen,withdrawal,youtube,False,False,0.0,0,False,False,0.0,13.203487500603169,0,472,0.0,3.0000000000019065
google-2-frozen,google,2,frozen,after_extinction,,False,False,0.0,0,False,True,0.0,0.03210593381102088,0,758,0.0,3.0000000000019065
google-2-frozen,google,2,frozen,high_cost,youtube,False,False,0.0,0,False,False,5.28139500024127,13.203487500603169,0,576,1056.2790000482537,3.0000000000019065
google-2-frozen,google,2,frozen,punishment,youtube,False,False,0.0,0,False,False,1.3203487500603175,13.203487500603169,0,497,264.0697500120634,3.0000000000019065
google-3-paired,google,3,paired,withdrawal,whatsapp,False,False,0.0,0,False,False,0.0,14.065002071783343,0,461,0.0,3.0000000000019065
google-3-paired,google,3,paired,after_extinction,whatsapp,False,False,0.0,0,False,False,0.0,9.880860062503722,0,447,0.0,3.0000000000019065
google-3-paired,google,3,paired,high_cost,whatsapp,False,False,0.0,0,False,False,5.578064481701017,13.945161204252532,0,563,1115.6128963402032,3.0000000000019065
google-3-paired,google,3,paired,punishment,whatsapp,False,False,0.0,0,False,False,1.04796865728921,10.479686572892094,0,463,209.593731457842,3.0000000000019065
google-3-unpaired,google,3,unpaired,withdrawal,whatsapp,False,False,0.0,0,False,False,0.0,16.226772825443923,0,410,0.0,2.8000000000014844
google-3-unpaired,google,3,unpaired,after_extinction,whatsapp,False,False,0.0,0,False,False,0.0,16.28332501879829,0,415,0.0,2.7600000000014
google-3-unpaired,google,3,unpaired,high_cost,whatsapp,False,False,0.0,0,False,False,4.260267152010347,10.650667880025868,0,541,852.0534304020697,3.0000000000019065
google-3-unpaired,google,3,unpaired,punishment,whatsapp,False,False,0.0,0,False,False,1.6073195049608404,16.0731950496084,0,473,321.4639009921681,3.0000000000019065
google-3-frozen,google,3,frozen,withdrawal,whatsapp,False,False,0.0,0,False,False,0.0,15.21249755252991,0,455,0.0,3.0000000000019065
google-3-frozen,google,3,frozen,after_extinction,,False,False,0.0,0,False,True,0.0,0.03210593381102088,0,774,0.0,3.0000000000019065
google-3-frozen,google,3,frozen,high_cost,whatsapp,False,False,0.0,0,False,False,6.0849990210119635,15.21249755252991,0,577,1216.9998042023933,3.0000000000019065
google-3-frozen,google,3,frozen,punishment,whatsapp,False,False,0.0,0,False,False,1.5212497552529909,15.21249755252991,0,484,304.2499510505983,3.0000000000019065
whatsapp-0-paired,whatsapp,0,paired,withdrawal,whatsapp,True,True,1.0000000000000004,0,False,False,0.0,14.366423487548193,0,450,0.0,3.0000000000019065
whatsapp-0-paired,whatsapp,0,paired,after_extinction,whatsapp,True,True,0.6000000000000002,0,False,False,0.0,16.193938123567033,0,444,0.0,2.8200000000015266
whatsapp-0-paired,whatsapp,0,paired,high_cost,whatsapp,True,True,1.0600000000000005,0,False,False,6.1088972916068895,15.27224322901722,0,581,1221.7794583213777,3.0000000000019065
whatsapp-0-paired,whatsapp,0,paired,punishment,,False,False,0.0,0,False,True,0.563118430078137,5.631184300781367,0,686,112.62368601562734,3.0000000000019065
whatsapp-0-unpaired,whatsapp,0,unpaired,withdrawal,whatsapp,True,True,1.1000000000000005,0,False,False,0.0,13.035381223773127,0,452,0.0,3.0000000000019065
whatsapp-0-unpaired,whatsapp,0,unpaired,after_extinction,whatsapp,True,True,0.16,0,False,False,0.0,14.34889003311781,0,478,0.0,3.0000000000019065
whatsapp-0-unpaired,whatsapp,0,unpaired,high_cost,whatsapp,True,True,1.0200000000000005,0,False,False,6.294019602313427,15.735049005783573,0,578,1258.803920462686,3.0000000000019065
whatsapp-0-unpaired,whatsapp,0,unpaired,punishment,whatsapp,True,True,1.0000000000000004,0,True,False,3.544722164652737,15.447221646527378,0,532,708.9444329305475,3.0000000000019065
whatsapp-0-frozen,whatsapp,0,frozen,withdrawal,whatsapp,True,True,1.1800000000000006,0,False,False,0.0,15.21249755252991,0,455,0.0,3.0000000000019065
whatsapp-0-frozen,whatsapp,0,frozen,after_extinction,whatsapp,True,True,1.1600000000000006,0,False,False,0.0,15.146928895463208,0,467,0.0,3.0000000000019065
whatsapp-0-frozen,whatsapp,0,frozen,high_cost,whatsapp,True,True,1.1800000000000006,0,False,False,6.0849990210119635,15.21249755252991,0,577,1216.9998042023933,3.0000000000019065
whatsapp-0-frozen,whatsapp,0,frozen,punishment,whatsapp,True,True,1.1800000000000006,0,True,False,3.521249755252991,15.21249755252991,0,528,704.2499510505984,3.0000000000019065
whatsapp-1-paired,whatsapp,1,paired,withdrawal,google,False,False,0.0,0,False,False,0.0,16.22100018768688,0,423,0.0,2.8000000000014844
whatsapp-1-paired,whatsapp,1,paired,after_extinction,google,False,False,0.0,0,False,False,0.0,16.48659541112538,0,440,0.0,2.9000000000016954
whatsapp-1-paired,whatsapp,1,paired,high_cost,google,False,False,0.0,0,False,False,4.945770899394001,12.364427248485,0,562,989.1541798788005,3.0000000000019065
whatsapp-1-paired,whatsapp,1,paired,punishment,google,False,False,0.0,0,False,False,1.0666796477062936,10.666796477062938,0,470,213.33592954125876,3.0000000000019065
whatsapp-1-unpaired,whatsapp,1,unpaired,withdrawal,google,False,False,0.0,0,False,False,0.0,15.875628441419295,0,443,0.0,3.0000000000019065
whatsapp-1-unpaired,whatsapp,1,unpaired,after_extinction,google,False,False,0.0,0,False,False,0.0,12.102756853473412,0,456,0.0,3.0000000000019065
whatsapp-1-unpaired,whatsapp,1,unpaired,high_cost,google,False,False,0.0,0,False,False,6.053326216655612,15.133315541639034,0,587,1210.6652433311224,3.0000000000019065
whatsapp-1-unpaired,whatsapp,1,unpaired,punishment,google,False,False,0.0,0,False,False,1.504090467911807,15.040904679118068,0,493,300.8180935823614,3.0000000000019065
whatsapp-1-frozen,whatsapp,1,frozen,withdrawal,google,False,False,0.0,0,False,False,0.0,11.238652844502436,1,460,0.0,3.0000000000019065
whatsapp-1-frozen,whatsapp,1,frozen,after_extinction,google,False,False,0.0,0,False,False,0.0,13.569703981937455,0,447,0.0,3.0000000000019065
whatsapp-1-frozen,whatsapp,1,frozen,high_cost,google,False,False,0.0,0,False,False,4.495461137800971,11.238652844502436,1,559,899.0922275601946,3.0000000000019065
whatsapp-1-frozen,whatsapp,1,frozen,punishment,google,False,False,0.0,0,False,False,1.1238652844502428,11.238652844502436,1,485,224.77305689004865,3.0000000000019065
whatsapp-2-paired,whatsapp,2,paired,withdrawal,instagram,False,False,0.0,0,False,False,0.0,16.59405129876145,0,397,0.0,2.560000000000978
whatsapp-2-paired,whatsapp,2,paired,after_extinction,instagram,False,False,0.0,0,False,False,0.0,13.022184525780542,0,482,0.0,3.0000000000019065
whatsapp-2-paired,whatsapp,2,paired,high_cost,instagram,False,False,0.0,0,False,False,6.4768083645227605,16.192020911306912,0,514,1295.361672904553,2.5200000000008935
whatsapp-2-paired,whatsapp,2,paired,punishment,instagram,False,False,0.0,0,False,False,1.4674885043329058,14.674885043329066,0,474,293.4977008665813,3.0000000000019065
whatsapp-2-unpaired,whatsapp,2,unpaired,withdrawal,instagram,False,False,0.0,0,False,False,0.0,16.544343706510432,0,368,0.0,2.5200000000008935
whatsapp-2-unpaired,whatsapp,2,unpaired,after_extinction,instagram,False,False,0.0,0,False,False,0.0,16.270621599380664,0,469,0.0,2.9800000000018643
whatsapp-2-unpaired,whatsapp,2,unpaired,high_cost,instagram,False,False,0.0,0,False,False,6.219265548717618,15.54816387179404,0,560,1243.853109743523,3.0000000000019065
whatsapp-2-unpaired,whatsapp,2,unpaired,punishment,instagram,False,False,0.0,0,False,False,1.3643973372374272,13.64397337237427,0,480,272.87946744748547,3.0000000000019065
whatsapp-2-frozen,whatsapp,2,frozen,withdrawal,instagram,False,False,0.0,0,False,False,0.0,16.146271137051762,0,464,0.0,3.0000000000019065
whatsapp-2-frozen,whatsapp,2,frozen,after_extinction,instagram,False,False,0.0,0,False,False,0.0,13.119927138777491,0,463,0.0,3.0000000000019065
whatsapp-2-frozen,whatsapp,2,frozen,high_cost,instagram,False,False,0.0,0,False,False,6.4585084548207075,16.146271137051762,0,586,1291.7016909641416,3.0000000000019065
whatsapp-2-frozen,whatsapp,2,frozen,punishment,instagram,False,False,0.0,0,False,False,1.6146271137051769,16.146271137051762,0,492,322.9254227410354,3.0000000000019065
whatsapp-3-paired,whatsapp,3,paired,withdrawal,,False,False,0.0,0,False,True,0.0,14.367903858185475,0,476,0.0,3.0000000000019065
whatsapp-3-paired,whatsapp,3,paired,after_extinction,youtube,False,False,0.0,0,False,False,0.0,16.34613237179508,0,469,0.0,2.94000000000178
whatsapp-3-paired,whatsapp,3,paired,high_cost,,False,False,0.0,0,False,True,5.532891434926861,13.832228587317152,0,582,1106.5782869853722,3.0000000000019065
whatsapp-3-paired,whatsapp,3,paired,punishment,,False,False,0.0,0,False,True,1.3503513587165574,13.503513587165589,0,502,270.0702717433117,3.0000000000019065
whatsapp-3-unpaired,whatsapp,3,unpaired,withdrawal,youtube,False,False,0.0,0,False,False,0.0,15.983208233633833,0,466,0.0,3.0000000000019065
whatsapp-3-unpaired,whatsapp,3,unpaired,after_extinction,youtube,False,False,0.0,0,False,False,0.0,14.562959078114703,0,474,0.0,3.0000000000019065
whatsapp-3-unpaired,whatsapp,3,unpaired,high_cost,youtube,False,False,0.0,0,False,False,4.9709823964352156,12.427455991088033,0,567,994.1964792870431,3.0000000000019065
whatsapp-3-unpaired,whatsapp,3,unpaired,punishment,youtube,False,False,0.0,0,False,False,1.4801665259797658,14.80166525979767,0,512,296.03330519595323,3.0000000000019065
whatsapp-3-frozen,whatsapp,3,frozen,withdrawal,youtube,False,False,0.0,0,False,False,0.0,13.203487500603169,0,472,0.0,3.0000000000019065
whatsapp-3-frozen,whatsapp,3,frozen,after_extinction,youtube,False,False,0.0,0,False,False,0.0,14.790328420665354,0,468,0.0,3.0000000000019065
whatsapp-3-frozen,whatsapp,3,frozen,high_cost,youtube,False,False,0.0,0,False,False,5.28139500024127,13.203487500603169,0,576,1056.2790000482537,3.0000000000019065
whatsapp-3-frozen,whatsapp,3,frozen,punishment,youtube,False,False,0.0,0,False,False,1.3203487500603175,13.203487500603169,0,497,264.0697500120634,3.0000000000019065
youtube-0-paired,youtube,0,paired,withdrawal,youtube,True,True,1.1200000000000006,0,False,False,0.0,11.133216111064712,0,476,0.0,3.0000000000019065
youtube-0-paired,youtube,0,paired,after_extinction,youtube,True,True,1.1200000000000006,0,False,False,0.0,15.732483894737252,1,476,0.0,3.0000000000019065
youtube-0-paired,youtube,0,paired,high_cost,youtube,True,True,1.1200000000000006,0,False,False,4.183868067727088,10.459670169317723,0,543,836.7736135454182,3.0000000000019065
youtube-0-paired,youtube,0,paired,punishment,youtube,True,True,1.1200000000000006,0,True,False,3.167513152313054,11.675131523130533,0,529,633.5026304626108,3.0000000000019065
youtube-0-unpaired,youtube,0,unpaired,withdrawal,youtube,True,True,1.1600000000000006,0,False,False,0.0,14.705004145632875,0,446,0.0,3.0000000000019065
youtube-0-unpaired,youtube,0,unpaired,after_extinction,youtube,True,True,1.3400000000000007,0,False,False,0.0,15.710246186810554,0,452,0.0,3.0000000000019065
youtube-0-unpaired,youtube,0,unpaired,high_cost,youtube,True,True,1.0200000000000005,0,False,False,5.879114593792404,14.697786484481,0,567,1175.8229187584805,3.0000000000019065
youtube-0-unpaired,youtube,0,unpaired,punishment,youtube,True,True,0.9000000000000005,0,True,False,3.6183976924543018,16.18397692454302,0,503,723.6795384908605,2.8200000000015266
youtube-0-frozen,youtube,0,frozen,withdrawal,youtube,True,True,1.1600000000000006,0,False,False,0.0,13.203487500603169,0,472,0.0,3.0000000000019065
youtube-0-frozen,youtube,0,frozen,after_extinction,youtube,True,True,0.9800000000000005,0,False,False,0.0,16.273822348121506,0,428,0.0,2.7200000000013156
youtube-0-frozen,youtube,0,frozen,high_cost,youtube,True,True,1.1600000000000006,0,False,False,5.28139500024127,13.203487500603169,0,576,1056.2790000482537,3.0000000000019065
youtube-0-frozen,youtube,0,frozen,punishment,youtube,True,True,1.1600000000000006,0,True,False,3.3203487500603175,13.203487500603169,0,533,664.0697500120634,3.0000000000019065
youtube-1-paired,youtube,1,paired,withdrawal,whatsapp,False,False,0.0,0,False,False,0.0,14.417518094154751,0,461,0.0,3.0000000000019065
youtube-1-paired,youtube,1,paired,after_extinction,whatsapp,False,False,0.0,0,False,False,0.0,15.24736191774666,0,445,0.0,3.0000000000019065
youtube-1-paired,youtube,1,paired,high_cost,whatsapp,False,False,0.0,0,False,False,5.675979418766078,14.189948546915183,1,572,1135.1958837532156,3.0000000000019065
youtube-1-paired,youtube,1,paired,punishment,whatsapp,False,False,0.0,0,False,False,1.4789124522729538,14.789124522729546,0,486,295.78249045459086,3.0000000000019065
youtube-1-unpaired,youtube,1,unpaired,withdrawal,,False,False,0.0,0,False,True,0.0,15.73303152255673,0,467,0.0,3.0000000000019065
youtube-1-unpaired,youtube,1,unpaired,after_extinction,whatsapp,False,False,0.0,0,False,False,0.0,13.28748395904575,0,475,0.0,3.0000000000019065
youtube-1-unpaired,youtube,1,unpaired,high_cost,whatsapp,False,False,0.0,0,False,False,5.604756760256172,14.011891900640427,0,574,1120.951352051234,3.0000000000019065
youtube-1-unpaired,youtube,1,unpaired,punishment,whatsapp,False,False,0.0,0,False,False,1.1249024548833393,11.249024548833386,0,498,224.98049097666782,3.0000000000019065
youtube-1-frozen,youtube,1,frozen,withdrawal,whatsapp,False,False,0.0,0,False,False,0.0,15.21249755252991,0,455,0.0,3.0000000000019065
youtube-1-frozen,youtube,1,frozen,after_extinction,whatsapp,False,False,0.0,0,False,False,0.0,14.233539425687788,0,465,0.0,3.0000000000019065
youtube-1-frozen,youtube,1,frozen,high_cost,whatsapp,False,False,0.0,0,False,False,6.0849990210119635,15.21249755252991,0,577,1216.9998042023933,3.0000000000019065
youtube-1-frozen,youtube,1,frozen,punishment,whatsapp,False,False,0.0,0,False,False,1.5212497552529909,15.21249755252991,0,484,304.2499510505983,3.0000000000019065
youtube-2-paired,youtube,2,paired,withdrawal,google,False,False,0.0,0,False,False,0.0,15.519615778369564,0,467,0.0,3.0000000000019065
youtube-2-paired,youtube,2,paired,after_extinction,google,False,False,0.0,0,False,False,0.0,14.819017549457998,0,462,0.0,3.0000000000019065
youtube-2-paired,youtube,2,paired,high_cost,google,False,False,0.0,0,False,False,4.988402871458587,12.47100717864647,0,563,997.6805742917174,3.0000000000019065
youtube-2-paired,youtube,2,paired,punishment,,False,False,0.0,0,False,True,1.1871923191817315,11.871923191817313,0,489,237.43846383634622,3.0000000000019065
youtube-2-unpaired,youtube,2,unpaired,withdrawal,google,False,False,0.0,0,False,False,0.0,16.670833038546775,0,392,0.0,2.560000000000978
youtube-2-unpaired,youtube,2,unpaired,after_extinction,google,False,False,0.0,0,False,False,0.0,16.19896329920703,0,416,0.0,2.780000000001442
youtube-2-unpaired,youtube,2,unpaired,high_cost,google,False,False,0.0,0,False,False,5.546311613049444,13.865779032623612,0,563,1109.262322609889,3.0000000000019065
youtube-2-unpaired,youtube,2,unpaired,punishment,google,False,False,0.0,0,False,False,1.4088215919443794,14.088215919443787,0,493,281.7643183888758,3.0000000000019065
youtube-2-frozen,youtube,2,frozen,withdrawal,google,False,False,0.0,0,False,False,0.0,11.238652844502436,1,460,0.0,3.0000000000019065
